Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,Year,Month,Season,Log Microplastics Measurement
0270528-0000019,2018-09-11 05:00:00,44.240431,8.469206,Ligurian Sea,0.0,Manta net,0.1,0.709184,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,9,Autumn,0.5360160636393071
0276422-0000108,2014-05-11 05:00:00,38.619,3.205167,Western Basin,0.0,Manta net,0.33,1.094385,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,5,Spring,0.7392599541921601
0276422-0000157,2014-08-21 05:00:00,37.558333,0.695,Western Basin,0.0,Manta net,0.33,0.282078,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2014,8,Summer,0.24848219908134986
0270528-0000056,2019-06-25 05:00:00,43.210898,5.406395,Western Basin,0.0,Manta net,0.33,0.209184,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.1899457519467716
0276422-0000832,2022-04-27 05:00:00,41.586334,2.621667,Balearic Sea,0.0,Manta net,0.33,0.106601,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,4,Spring,0.10129315515035973
0275968-0000404,2010-07-31 05:00:00,43.3181,5.1862,Western Basin,0.0,Neuston net,0.33,0.0,pieces/m3,Very Low,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.0
0276422-0000714,2021-09-19 05:00:00,38.025167,11.2825,Western Basin,0.0,Manta net,0.33,0.283038,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.2492307032775115
0314180-0000004,2013-05-05 05:00:00,36.1248,-4.1845,Alboran Sea,0.25,Neuston net,0.2,0.403,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.3386128011203239
0314557-0000002,2012-12-14 06:00:00,45.5849,13.6279,Adriatic Sea,0.075,Neuston net,0.3,1.88,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2012,12,Winter,1.0577902941478545
0276422-0000001,2011-08-31 05:00:00,42.753333,4.13,Western Basin,0.0,Manta net,0.33,0.504779,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,8,Summer,0.40864604356440415
0276422-0000855,2022-07-21 05:00:00,43.657833,7.349333,Western Basin,0.0,Manta net,0.33,0.950728,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,0.6682026362374398
0270520-0000018,2013-07-20 05:00:00,43.6688,7.2327,Western Basin,0.1,Manta net,0.333,2.94383,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,1.3721523323631328
0276422-0001010,2022-06-29 05:00:00,37.028168,15.365833,Ionian Sea,0.0,Manta net,0.33,51.829387,pieces/m3,Very High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,3.9670676078531804
0276422-0000788,2021-09-26 05:00:00,38.706667,15.8535,Tyrrhenian Sea,0.0,Manta net,0.33,0.167273,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.1546702591082771
0276422-0000809,2022-10-16 05:00:00,37.7845,-0.629667,Western Basin,0.0,Manta net,0.33,0.107653,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.10224336237966015
0314559-0000017,2011-11-16 06:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.1,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,11,Autumn,0.09531017980432487
0259524-0000045,2015-06-17 05:00:00,37.6,26.5,Aegean Sea,0.0,Manta net,0.333,0.366667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.3123749289445617
0253450-0000007,2013-05-11 05:00:00,41.499833,18.366333,Adriatic Sea,0.0,Neuston net,0.2,0.716146,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,0.5400810790316193
0276422-0000681,2021-07-01 05:00:00,41.0245,17.374167,Adriatic Sea,0.0,Manta net,0.33,0.137618,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.12893660272647056
0275968-0000413,2010-08-02 05:00:00,42.3302,3.4784,Western Basin,0.0,Neuston net,0.33,0.43785,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,8,Summer,0.3631489423142167
0276422-0000362,2018-08-01 05:00:00,42.880167,5.703167,Western Basin,0.0,Manta net,0.33,0.112949,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,8,Summer,0.10701324914111729
0276422-0000356,2017-05-25 05:00:00,43.0334,6.316833,Western Basin,0.0,Manta net,0.33,0.009564,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,5,Spring,0.009518554482848891
0276422-0000998,2023-06-30 05:00:00,42.2145,11.286,Tyrrhenian Sea,0.0,Manta net,0.33,1.083332,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.7339685350799956
0270528-0000029,2019-07-04 05:00:00,44.277375,8.462589,Ligurian Sea,0.0,Manta net,0.1,0.013228,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,7,Summer,0.01314127397869747
0270520-0000008,2013-07-13 05:00:00,43.41,7.86,Western Basin,0.1,Manta net,0.333,5.78377,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,1.9145329946129852
0270530-0000083,2014-09-14 05:00:00,38.4047,5.4506,Western Basin,0.16,Manta net,0.333,0.545829,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,9,Autumn,0.43556033602701344
0314180-0000027,2013-05-25 05:00:00,39.0736,18.7003,Ionian Sea,0.25,Neuston net,0.2,0.0143,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.014198719399812949
0270530-0000043,2014-07-29 05:00:00,36.9416,26.2047,Aegean Sea,0.16,Manta net,0.333,1.06327,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,0.7242921028884833
0259524-0000040,2015-06-15 05:00:00,37.5,25.3,Aegean Sea,0.0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.06453883363752234
0270530-0000106,2014-10-14 05:00:00,41.3924,10.892,Tyrrhenian Sea,0.16,Manta net,0.333,0.903488,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.6436879926440267
0253450-0000038,2013-06-08 05:00:00,38.12,11.846,Tyrrhenian Sea,0.0,Neuston net,0.2,4.239766,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.6562768408472706
0276422-0000691,2021-07-09 05:00:00,38.637,14.523667,Tyrrhenian Sea,0.0,Manta net,0.33,0.773862,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.5731590905571683
0276422-0000036,2012-08-29 05:00:00,42.429333,4.275167,Western Basin,0.0,Manta net,0.33,1.095261,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2012,8,Summer,0.7396781279532681
0276422-0000015,2011-09-22 05:00:00,43.065,5.77,Western Basin,0.0,Manta net,0.33,0.347221,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.29804395227042113
0270520-0000004,2013-07-07 05:00:00,43.077,5.9792,Western Basin,0.1,Manta net,0.333,0.97608,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.6811150843361065
0276422-0000803,2022-10-02 05:00:00,41.846832,4.675333,Western Basin,0.0,Manta net,0.33,0.89286,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.638088912809741
0276422-0000838,2022-06-22 05:00:00,41.901669,8.735,Western Basin,0.0,Manta net,0.33,0.213844,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,0.1937921835566451
0276422-0000524,2019-06-04 05:00:00,43.065,6.433833,Western Basin,0.0,Manta net,0.33,0.153588,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2019,6,Summer,0.14287708527530404
0314557-0000008,2013-05-08 05:00:00,45.5725,13.5363,Adriatic Sea,0.075,Neuston net,0.3,41.32,pieces/m3,Very High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",2013,5,Spring,3.7452597875500437
0276422-0000849,2022-07-07 05:00:00,42.518333,9.55,Tyrrhenian Sea,0.0,Manta net,0.33,0.939518,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,0.6624394885972784
0253450-0000047,2013-06-09 05:00:00,39.014,9.787,Tyrrhenian Sea,0.0,Neuston net,0.2,3.379416,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.4769153821653422
0276422-0000092,2013-10-18 05:00:00,36.144517,-5.245567,Alboran Sea,0.0,Manta net,0.33,1.979281,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2013,10,Autumn,1.0916819962379918
0259524-0000056,2017-07-28 05:00:00,37.14,25.242,Aegean Sea,0.0,Manta net,0.333,0.202381,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.18430375760190545
0270530-0000030,2014-07-12 05:00:00,38.5824,14.2289,Tyrrhenian Sea,0.16,Manta net,0.333,5.304985,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,1.8413405903498181
0270528-0000034,2018-10-16 05:00:00,43.2465,5.2947,Western Basin,0.0,Manta net,0.33,0.108312,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.10283813713415958
0314180-0000033,2013-05-29 05:00:00,41.334,7.4469,Western Basin,0.25,Neuston net,0.2,0.0578,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.05619127964974249
0276422-0000457,2018-06-13 05:00:00,38.504,1.319167,Western Basin,0.0,Manta net,0.33,0.197876,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,6,Summer,0.18054998849308637
0259524-0000041,2015-06-15 05:00:00,37.5,25.4,Aegean Sea,0.0,Manta net,0.333,0.133333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.1251628488363157
0276422-0000035,2012-08-28 05:00:00,41.598667,3.2855,Balearic Sea,0.0,Manta net,0.33,0.979013,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2012,8,Summer,0.6825982355730825
0253450-0000063,2013-06-19 05:00:00,39.80334,7.998629,Western Basin,0.0,Neuston net,0.2,13.740741,pieces/m3,Very High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,2.690615156868048
0276422-0000622,2020-09-24 05:00:00,37.108,13.613333,Western Basin,0.0,Manta net,0.33,0.681445,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,9,Autumn,0.5196535427723685
0253140-0000015,2015-03-24 05:00:00,36.563333,-2.678333,Alboran Sea,0.0,Manta net,0.335,0.535,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.4285303810391605
0276422-0000993,2023-06-25 05:00:00,40.950001,12.698167,Tyrrhenian Sea,0.0,Manta net,0.33,0.286509,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.25193234844002665
0270530-0000114,2014-10-20 05:00:00,42.4907,3.4473,Western Basin,0.16,Manta net,0.333,1.490453,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.9124646216406205
0270520-0000031,2013-08-03 05:00:00,43.5679,7.1456,Western Basin,0.1,Manta net,0.333,1.10068,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,8,Summer,0.7422611018381977
0276422-0000674,2021-06-27 05:00:00,44.715667,13.725333,Adriatic Sea,0.0,Manta net,0.33,0.244216,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,6,Summer,0.21850561268496105
0260245-0000029,2013-10-02 05:00:00,31.8705,34.6625,Eastern Basin,0.1,Manta net,0.333,0.796266,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,10,Autumn,0.5857100658174947
0276422-0000368,2018-08-26 05:00:00,43.707433,4.620917,Western Basin,0.0,Manta net,0.33,0.185185,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,8,Summer,0.16989888054538527
0276422-0000578,2019-07-24 05:00:00,42.837,6.321167,Western Basin,0.0,Manta net,0.33,0.027832,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2019,7,Summer,0.02745172955328245
0260245-0000081,2014-12-08 06:00:00,32.823667,35.035,Eastern Basin,0.1,Manta net,0.333,0.338855,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,12,Winter,0.2918147710767912
0275966-0000002,2018-01-28 06:00:00,36.773149,2.820132,Western Basin,0.0,Manta net,0.33,0.798811,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,1,Winter,0.5871258910836207
0259524-0000016,2015-04-23 05:00:00,39.849,19.291,Adriatic Sea,0.0,Manta net,0.333,0.456667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.37615094927231485
0270528-0000043,2018-10-19 05:00:00,43.210564,5.406093,Western Basin,0.0,Manta net,0.33,0.191781,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.1754488269314688
0314559-0000009,2011-09-06 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,9,Autumn,0.0
0275968-0000407,2010-08-01 05:00:00,43.3003,5.246,Western Basin,0.0,Neuston net,0.33,0.0,pieces/m3,Very Low,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,8,Summer,0.0
0276422-0000628,2020-10-12 05:00:00,37.913167,12.265833,Tyrrhenian Sea,0.0,Manta net,0.33,0.041016,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,10,Autumn,0.04019715935141258
0260245-0000051,2014-04-23 05:00:00,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,0.47138,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,4,Spring,0.3862007359267065
0260245-0000074,2014-08-18 05:00:00,32.171667,34.791167,Eastern Basin,0.1,Manta net,0.333,2.39432,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,8,Summer,1.222103446398217
0260245-0000038,2014-01-19 06:00:00,32.726333,34.939,Eastern Basin,0.1,Manta net,0.333,0.635222,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,1,Winter,0.4917785749484855
0270530-0000052,2014-08-14 05:00:00,34.372,34.2181,Eastern Basin,0.16,Manta net,0.333,0.582702,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.4591335130196621
0270530-0000047,2014-08-01 05:00:00,35.3542,27.087,Eastern Basin,0.16,Manta net,0.333,0.379982,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.32207045560578557
0277995-0000001,2020-10-17 05:00:00,40.32,17.438056,Ionian Sea,0.0,Manta net,0.3,0.396501,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2020,10,Autumn,0.3339698224787421
0270520-0000024,2013-07-27 05:00:00,43.6678,7.2421,Western Basin,0.1,Manta net,0.333,2.40101,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,1.2240724463324086
0270530-0000015,2014-06-27 05:00:00,42.98,10.0595,Tyrrhenian Sea,0.16,Manta net,0.333,0.779296,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,6,Summer,0.576217780453041
0276422-0000991,2023-06-24 05:00:00,41.436668,10.2685,Tyrrhenian Sea,0.0,Manta net,0.33,0.904691,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,0.6443197906976458
0275966-0000009,2018-04-28 05:00:00,36.760775,2.80062,Western Basin,0.0,Manta net,0.33,1.473792,pieces/m3,High,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,4,Spring,0.9057521960623637
0253140-0000005,2015-03-17 05:00:00,37.455,-0.876667,Western Basin,0.0,Manta net,0.335,0.303,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.26466929814270806
0314559-0000003,2011-08-31 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.08,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,8,Summer,0.07696104113612832
0276422-0000695,2021-07-12 05:00:00,39.372,11.636,Tyrrhenian Sea,0.0,Manta net,0.33,0.686521,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.5226678272653473
0276422-0001017,2022-10-06 05:00:00,38.943832,15.2825,Tyrrhenian Sea,0.0,Manta net,0.33,0.302448,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.26424557062386367
0270528-0000037,2018-10-16 05:00:00,43.3088,5.325,Western Basin,0.0,Manta net,0.33,0.008565,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.008528528491846722
0260245-0000021,2013-10-27 05:00:00,32.840167,34.951833,Eastern Basin,0.1,Manta net,0.333,6.217617,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,10,Autumn,1.9765248430228006
0259524-0000058,2017-07-28 05:00:00,37.148,25.407,Aegean Sea,0.0,Manta net,0.333,1.557143,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.9388906196573162
0270530-0000028,2014-07-10 05:00:00,38.864,12.6117,Tyrrhenian Sea,0.16,Manta net,0.333,0.106896,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,0.10155970170700433
0276422-0001003,2023-07-08 05:00:00,44.278999,9.300333,Ligurian Sea,0.0,Manta net,0.33,0.049264,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,7,Summer,0.048088966006498424
