Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,Year,Month,Season,Log Microplastics Measurement
0270530-0000081,2014-09-13 05:00:00,37.8437,4.071,Western Basin,0.16,Manta net,0.333,2.637231,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,9,Autumn,1.2912226778730007
0276422-0001134,2024-08-01 05:00:00,37.358166,-1.6135,Western Basin,0.0,Manta net,0.33,0.46562,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2024,8,Summer,0.3822783611328286
0276422-0000040,2013-08-13 05:00:00,42.245,5.27,Western Basin,0.0,Manta net,0.33,0.132708,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2013,8,Summer,0.12461122596996127
0276422-0000358,2018-07-23 05:00:00,43.090667,6.5825,Western Basin,0.0,Manta net,0.33,0.021867,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,7,Summer,0.021631346326658998
0260245-0000035,2014-01-19 06:00:00,32.903333,35.071,Eastern Basin,0.1,Manta net,0.333,0.484765,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,1,Winter,0.3952565105736946
0276422-0000884,2022-10-16 05:00:00,41.686165,8.769,Western Basin,0.0,Manta net,0.33,0.008011,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,0.007979082288046512
0275968-0000395,2010-07-21 05:00:00,42.6225,8.6588,Western Basin,0.0,Neuston net,0.33,2.014904,pieces/m3,High,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,1.1035679888762
0276422-0000626,2020-11-08 06:00:00,37.9775,12.359833,Tyrrhenian Sea,0.0,Manta net,0.33,1.127342,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,11,Autumn,0.7548733131376505
0270530-0000029,2014-07-11 05:00:00,38.7068,13.2211,Tyrrhenian Sea,0.16,Manta net,0.333,0.095424,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,7,Summer,0.0911415029321052
0259524-0000010,2014-10-13 05:00:00,39.497,20.126,Ionian Sea,0.0,Manta net,0.333,4.16,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2014,10,Autumn,1.6409365794934714
0270530-0000104,2014-10-13 05:00:00,40.8604,13.024,Tyrrhenian Sea,0.16,Manta net,0.333,0.947126,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,0.6663544392422117
0260245-0000015,2013-08-26 05:00:00,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,0.854621,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,8,Summer,0.6176803625162582
0277995-0000006,2020-10-18 05:00:00,40.017222,17.885278,Ionian Sea,0.0,Manta net,0.3,0.497203,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2020,10,Autumn,0.4035987007864446
0270528-0000003,2019-03-15 05:00:00,37.912383,23.68495,Aegean Sea,0.0,Manta net,0.33,0.345238,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,3,Spring,0.29657094907256426
0253140-0000013,2015-03-24 05:00:00,36.656667,-2.698333,Alboran Sea,0.0,Manta net,0.335,0.164,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.15186234930924608
0275968-0000381,2010-07-11 05:00:00,44.2934,9.2035,Ligurian Sea,0.0,Neuston net,0.33,8.030516,pieces/m3,High,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,2.200609508653446
0276422-0000976,2023-04-19 05:00:00,40.654999,0.8475,Balearic Sea,0.0,Manta net,0.33,0.536906,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,4,Spring,0.42977130458603074
0270528-0000025,2019-04-02 05:00:00,44.29785,9.149569,Ligurian Sea,0.0,Manta net,0.1,0.238095,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,4,Spring,0.21357390799034826
0277995-0000018,2021-06-28 05:00:00,40.221389,18.566667,Adriatic Sea,0.0,Manta net,0.3,0.365369,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",2021,6,Summer,0.3114247217747711
0270530-0000061,2014-08-22 05:00:00,34.7206,24.2273,Eastern Basin,0.16,Manta net,0.333,0.203404,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.18515420771416266
0253450-0000072,2013-06-22 05:00:00,38.3797,9.52133,Western Basin,0.0,Neuston net,0.2,1.702191,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.9940629254186799
0276422-0000007,2011-09-11 05:00:00,39.753333,7.79,Western Basin,0.0,Manta net,0.33,0.137465,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.1288021021388167
0276422-0000805,2022-10-06 05:00:00,39.500832,3.397167,Balearic Sea,0.0,Manta net,0.33,3.591314,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,10,Autumn,1.5241662576135289
0314180-0000031,2013-05-27 05:00:00,39.829,12.5142,Tyrrhenian Sea,0.25,Neuston net,0.2,0.302,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.2639015437863775
0270528-0000052,2019-06-24 05:00:00,43.253077,5.361748,Western Basin,0.0,Manta net,0.33,0.139752,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.1308106948806572
0314559-0000019,2011-12-12 06:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.02,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,12,Winter,0.019802627296179712
0279323-0000012,2019-06-09 05:00:00,43.015317,9.977433,Tyrrhenian Sea,0.0,Manta net,0.33,45.836225,pieces/m3,Very High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,3.8466569419718644
0276422-0000986,2023-06-16 05:00:00,42.592499,9.562834,Tyrrhenian Sea,0.0,Manta net,0.33,3.228075,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,1.441746806734292
0279323-0000003,2019-06-04 05:00:00,41.812033,9.435417,Tyrrhenian Sea,0.0,Manta net,0.33,0.48175,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.3932238216858105
0270530-0000054,2014-08-15 05:00:00,33.7346,32.7224,Eastern Basin,0.16,Manta net,0.333,0.036978,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.03631071397895365
0259524-0000060,2017-07-28 05:00:00,37.471,25.159,Aegean Sea,0.0,Manta net,0.333,0.159524,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2017,7,Summer,0.14800957607620954
0279323-0000006,2019-06-06 05:00:00,42.70145,9.558117,Tyrrhenian Sea,0.0,Manta net,0.33,0.335363,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.2892031650037177
0275966-0000016,2018-06-26 05:00:00,36.728415,2.795861,Western Basin,0.0,Manta net,0.33,0.16852,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,6,Summer,0.1557379908109325
0276422-0000784,2021-07-28 05:00:00,38.583333,15.773,Tyrrhenian Sea,0.0,Manta net,0.33,0.456912,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.3763191273107874
0260245-0000009,2013-07-25 05:00:00,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.662116,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2013,7,Summer,1.2980411224300337
0260245-0000099,2015-05-17 05:00:00,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,1.805296,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,5,Spring,1.0315090592539016
0270528-0000009,2018-09-05 05:00:00,44.139861,9.604611,Ligurian Sea,0.0,Manta net,0.1,0.096407,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,9,Autumn,0.09203846995730565
0279323-0000018,2019-06-13 05:00:00,44.28415,9.315583,Ligurian Sea,0.0,Manta net,0.33,1.02435,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.7052486613766177
0276422-0000698,2021-07-15 05:00:00,43.168167,10.2515,Tyrrhenian Sea,0.0,Manta net,0.33,0.813379,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.5951919557061638
0276422-0000266,2017-08-03 05:00:00,40.26,1.848333,Balearic Sea,0.0,Manta net,0.33,0.345602,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,8,Summer,0.2968414965612446
0276422-0000032,2012-08-23 05:00:00,39.143,1.398667,Balearic Sea,0.0,Manta net,0.33,0.956359,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2012,8,Summer,0.6710850926039291
0275966-0000018,2018-06-26 05:00:00,36.731746,2.773019,Western Basin,0.0,Manta net,0.33,0.291172,pieces/m3,Medium,Setiti et al. 2021,https://doi.org/10.12681/mms.24899,University Campus of Dely Ibrahim,2018,6,Summer,0.2555503330443915
0260245-0000103,2015-05-18 05:00:00,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.014531,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2015,5,Spring,1.103444262523573
0276422-0000526,2019-06-05 05:00:00,43.02375,6.21525,Western Basin,0.0,Manta net,0.33,0.016665,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2019,6,Summer,0.01652766260560454
0276422-0000259,2016-08-11 05:00:00,43.063117,6.262567,Western Basin,0.0,Manta net,0.33,0.756104,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2016,8,Summer,0.5630977189716919
0270528-0000030,2019-07-04 05:00:00,44.240431,8.469206,Ligurian Sea,0.0,Manta net,0.1,0.066138,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,7,Summer,0.0640427732749033
0253450-0000026,2013-05-17 05:00:00,41.038333,17.584,Adriatic Sea,0.0,Neuston net,0.2,7.878788,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,5,Spring,2.183665061202464
0276422-0000453,2018-05-08 05:00:00,40.911233,5.839733,Western Basin,0.0,Manta net,0.33,0.106402,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,5,Spring,0.10111330903127505
0253140-0000007,2015-03-18 05:00:00,37.508333,-0.878333,Western Basin,0.0,Manta net,0.335,0.345,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,2015,3,Spring,0.2963940130538024
0276422-0000254,2015-10-30 05:00:00,43.0325,6.252,Western Basin,0.0,Manta net,0.33,0.977112,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2015,10,Autumn,0.6816371940760045
0279322-0000010,2018-05-28 05:00:00,42.781783,10.5648,Tyrrhenian Sea,0.0,Manta net,0.33,0.236725,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,5,Spring,0.21246675665009426
0270530-0000110,2014-10-16 05:00:00,42.66405,9.620433,Tyrrhenian Sea,0.16,Manta net,0.333,63.796489,pieces/m3,Very High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,4.1712514197915604
0276422-0000632,2020-11-26 06:00:00,37.061167,12.1335,Eastern Basin,0.0,Manta net,0.33,0.050022,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2020,11,Autumn,0.04881111633088631
0276422-0000676,2021-06-27 05:00:00,44.076833,14.304167,Adriatic Sea,0.0,Manta net,0.33,1.655813,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,6,Summer,0.9767508225090186
0270520-0000026,2013-07-28 05:00:00,43.5275,6.9827,Western Basin,0.1,Manta net,0.333,0.55322,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.4403301954342438
0279323-0000020,2019-06-14 05:00:00,44.34405,9.047283,Ligurian Sea,0.0,Manta net,0.33,0.9891,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.687682275128878
0276422-0000836,2022-06-20 05:00:00,42.318333,8.586667,Western Basin,0.0,Manta net,0.33,2.029083,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,6,Summer,1.1082599334524448
0279323-0000008,2019-06-06 05:00:00,42.721317,10.179883,Tyrrhenian Sea,0.0,Manta net,0.33,0.514425,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.4150358289647787
0279322-0000023,2018-06-05 05:00:00,41.7355,9.46515,Tyrrhenian Sea,0.0,Manta net,0.33,0.115463,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.10926956535782824
0276422-0000718,2021-09-21 05:00:00,36.965833,13.902,Eastern Basin,0.0,Manta net,0.33,0.362114,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.30903790466516284
0276422-0001105,2023-06-20 05:00:00,37.199333,15.4575,Ionian Sea,0.0,Manta net,0.33,2.934557,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,6,Summer,1.3697982961163266
0276422-0000366,2018-08-21 05:00:00,44.58295,4.710717,Western Basin,0.0,Manta net,0.33,0.049375,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,8,Summer,0.04819474884966821
0276422-0000002,2011-08-31 05:00:00,42.028333,3.75,Western Basin,0.0,Manta net,0.33,0.297018,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,8,Summer,0.2600677834184221
0270520-0000030,2013-08-03 05:00:00,43.6526,7.2387,Western Basin,0.1,Manta net,0.333,0.76994,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,8,Summer,0.5709456477060925
0253450-0000059,2013-06-16 05:00:00,43.025167,9.641667,Tyrrhenian Sea,0.0,Neuston net,0.2,0.809524,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,0.5930638272661152
0270530-0000076,2014-08-31 05:00:00,37.033,11.8219,Eastern Basin,0.16,Manta net,0.333,0.649689,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.500586785298503
0279322-0000019,2018-06-01 05:00:00,40.974167,9.691667,Tyrrhenian Sea,0.0,Manta net,0.33,0.056113,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",2018,6,Summer,0.054595187134925074
0314180-0000037,2013-05-30 05:00:00,40.0786,5.9304,Western Basin,0.25,Neuston net,0.2,0.517,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,0.4167347003663952
0259524-0000030,2015-06-10 05:00:00,37.7,24.3,Aegean Sea,0.0,Manta net,0.333,0.166667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,6,Summer,0.1541509655415032
0270528-0000041,2018-10-17 05:00:00,43.2407,5.343,Western Basin,0.0,Manta net,0.33,0.063197,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2018,10,Autumn,0.06128040674248871
0270528-0000047,2019-06-24 05:00:00,43.2654,5.3486,Western Basin,0.0,Manta net,0.33,0.068277,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",2019,6,Summer,0.06604707020503822
0314559-0000007,2011-09-04 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,9,Autumn,0.0
0314559-0000013,2011-09-30 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,1.8,pieces/m3,High,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2011,9,Autumn,1.0296194171811583
0279323-0000013,2019-06-10 05:00:00,43.355417,10.177333,Tyrrhenian Sea,0.0,Manta net,0.33,1.58825,pieces/m3,High,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.9509819716640854
0260245-0000066,2014-07-08 05:00:00,32.983333,35.074333,Eastern Basin,0.1,Manta net,0.333,12.206844,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,7,Summer,2.580735180073984
0314556-0000010,2013-07-01 05:00:00,39.8549,8.4395,Western Basin,0.5,Manta net,0.5,0.02,pieces/m3,Medium,de Lucia et al. 2014,https://doi.org/10.1016/j.marenvres.2014.03.017,"National Research Council, Italy",2013,7,Summer,0.019802627296179712
0276422-0000014,2011-09-21 05:00:00,43.28,7.113333,Western Basin,0.0,Manta net,0.33,0.804481,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.5902730158127991
0279323-0000007,2019-06-06 05:00:00,42.732233,9.856067,Tyrrhenian Sea,0.0,Manta net,0.33,0.247088,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",2019,6,Summer,0.22081123357447835
0276422-0000842,2022-07-02 05:00:00,41.0,9.653334,Tyrrhenian Sea,0.0,Manta net,0.33,0.298883,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,0.2615046643479163
0291179-0000002,2020-09-06 05:00:00,40.24604,9.62345,Tyrrhenian Sea,0.0,Glass jar,0.008,0.018,pieces/m3,Medium,Romano et al. 2023,https://doi.org/10.1016/j.marpolbul.2022.114452,"Institute for Environmental Protection and Research, Rome, Italy",2020,9,Autumn,0.017839918128331
0276422-0000773,2021-03-25 05:00:00,38.067333,7.042,Western Basin,0.0,Manta net,0.33,0.524865,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,3,Spring,0.42190588155067826
0276422-0001111,2023-07-20 05:00:00,37.119835,15.387834,Ionian Sea,0.0,Manta net,0.33,0.483974,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2023,7,Summer,0.3947236243760745
0275968-0000412,2010-08-02 05:00:00,42.4627,3.3037,Western Basin,0.0,Neuston net,0.33,0.213434,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,8,Summer,0.19345435657193272
0260245-0000047,2014-02-09 06:00:00,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,1.231094,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,2,Winter,0.8024920481351905
0270520-0000019,2013-07-22 05:00:00,44.3159,8.5101,Ligurian Sea,0.1,Manta net,0.333,0.60424,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,2013,7,Summer,0.4726501241866411
0253450-0000062,2013-06-17 05:00:00,43.030017,9.769867,Tyrrhenian Sea,0.0,Neuston net,0.2,3.924915,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",2013,6,Summer,1.5943070155918673
0276422-0000712,2021-09-19 05:00:00,38.1745,10.5115,Western Basin,0.0,Manta net,0.33,0.015786,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.01566269704943309
0314180-0000017,2013-05-15 05:00:00,33.5024,28.0009,Eastern Basin,0.25,Neuston net,0.2,2.26,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",2013,5,Spring,1.1817271953786161
0275968-0000379,2010-07-10 05:00:00,43.7653,8.0349,Ligurian Sea,0.0,Neuston net,0.33,0.395915,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,2010,7,Summer,0.3335501142342669
0276422-0000727,2021-09-29 05:00:00,38.94,11.450667,Tyrrhenian Sea,0.0,Manta net,0.33,0.967838,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,9,Autumn,0.6769354781686547
0276422-0000004,2011-09-06 05:00:00,38.918333,3.78,Western Basin,0.0,Manta net,0.33,0.54251,pieces/m3,Medium,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2011,9,Autumn,0.4334109597585632
0276422-0000369,2018-08-26 05:00:00,43.6785,4.623433,Western Basin,0.0,Manta net,0.33,0.382344,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2018,8,Summer,0.3237806089878727
0270530-0000116,2014-10-27 05:00:00,41.2334,2.129,Balearic Sea,0.16,Manta net,0.333,1.795128,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,10,Autumn,1.0278779016228554
0259524-0000066,2019-03-20 05:00:00,35.742,26.212,Aegean Sea,0.0,Manta net,0.333,0.9,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2019,3,Spring,0.6418538861723948
0276422-0000261,2017-07-06 05:00:00,42.838333,6.435,Western Basin,0.0,Manta net,0.33,0.17167,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2017,7,Summer,0.15843008154068502
0276422-0000845,2022-07-03 05:00:00,41.468334,9.285,Tyrrhenian Sea,0.0,Manta net,0.33,2.257747,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2022,7,Summer,1.1810358521614783
0276422-0000684,2021-07-02 05:00:00,39.8085,18.486833,Adriatic Sea,0.0,Manta net,0.33,0.156605,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",2021,7,Summer,0.1454889897483724
0259524-0000024,2015-04-25 05:00:00,39.487,20.079,Ionian Sea,0.0,Manta net,0.333,0.663333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",2015,4,Spring,0.5088234206944959
0276422-0000034,2012-08-26 05:00:00,41.314,2.2465,Balearic Sea,0.0,Manta net,0.33,2.505023,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",2012,8,Summer,1.2541970825192315
0270530-0000017,2014-06-29 05:00:00,42.9356,8.9183,Western Basin,0.16,Manta net,0.333,1.482301,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,6,Summer,0.9091859525962205
0260245-0000060,2014-04-27 05:00:00,32.152,34.783167,Eastern Basin,0.1,Manta net,0.333,1.514467,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",2014,4,Spring,0.9220608526622761
0270530-0000062,2014-08-23 05:00:00,34.4822,22.6018,Eastern Basin,0.16,Manta net,0.333,0.097535,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,2014,8,Summer,0.0930667561192853
0314559-0000030,2012-05-24 05:00:00,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.02,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",2012,5,Spring,0.019802627296179712
