Strategy,Random State,Samples Used,Uncertainty Weight,Geographic Weight,Log MAE,Log RMSE,Log R2,Original MAE,Original RMSE,Original R2
random,1,190,,,0.3996339817680704,0.5426348656705008,0.14623063681186343,1.1593685097186817,3.0751853369317974,0.11764066307832055
random,1,200,,,0.3961802937118234,0.5406687362544469,0.15240635492681498,1.1516446710001165,3.075051124895908,0.11771768000303473
uncertainty,1,30,,,0.4373758556791728,0.5997820646685431,-0.043066809925147664,1.2676062697045816,3.237931032784393,0.0217765184340748
uncertainty,1,40,,,0.43140803791303584,0.5860804409001518,0.004045191306635054,1.2039070325846948,3.291267378029316,-0.010716197578130915
uncertainty,1,50,,,0.4209581495909989,0.5816120779872923,0.019173908798258088,1.1795544760891457,3.2927274515775835,-0.011613145255206625
uncertainty,1,60,,,0.4213727232183117,0.5819359780417882,0.01808115953402134,1.1785147513688714,3.2896812645946643,-0.009742272294378296
uncertainty,1,70,,,0.4028326409913007,0.57793032742397,0.031552356167243945,1.1442345472798587,3.302734827048672,-0.017771551450765477
uncertainty,1,80,,,0.4081560699788049,0.5789540641661026,0.02811833135370645,1.152961463930014,3.298999937690441,-0.015470964203782467
uncertainty,1,90,,,0.4172881320903329,0.5809224085079361,0.021498636169228758,1.1697482969615451,3.2928256203098463,-0.011673466227322571
uncertainty,1,100,,,0.4230035875109044,0.584370817823022,0.00984720676062889,1.1844758088020082,3.2933508829720224,-0.011996250815816234
uncertainty,1,110,,,0.39987304551823954,0.5962607335877071,-0.030855035958488042,1.1985756412792115,3.2745561938427237,-0.0004785699267439991
uncertainty,1,120,,,0.39789239807945637,0.5913024942434677,-0.013782053055114929,1.1870534681844829,3.259726706574317,0.008562648552214003
uncertainty,1,130,,,0.39976730628497886,0.584450599348375,0.009576826069993882,1.1756027169589536,3.2370515900140027,0.022307829774331656
uncertainty,1,140,,,0.39860876733005707,0.5840974808994845,0.01077326950536106,1.1731093162708106,3.23486698588901,0.0236270238410784
uncertainty,1,150,,,0.3910850020245034,0.5680526992078794,0.06437367573830066,1.1422193817701338,3.2314545788810065,0.02568585635585352
uncertainty,1,160,,,0.3906295202876143,0.5689005133700138,0.06157876181766542,1.142997827497029,3.2323497923569393,0.025145950907200842
uncertainty,1,170,,,0.39191008773802666,0.5706628775206921,0.05575559387436113,1.1467804806569926,3.2325443739577753,0.025028578479650232
uncertainty,1,180,,,0.3931306835483256,0.5738646984658433,0.045130115812039295,1.1494022808078042,3.2370811614789576,0.022289966653523452
uncertainty,1,190,,,0.38878970075234104,0.568148707799113,0.06405738199820821,1.1413069207184918,3.2317955428892926,0.025480237756645097
uncertainty,1,200,,,0.39060771696149427,0.5599358066524087,0.09092093237077858,1.1438261240703371,3.2007298408073597,0.04412537467998623
geographic,1,30,,,0.4373758556791728,0.5997820646685431,-0.043066809925147664,1.2676062697045816,3.237931032784393,0.0217765184340748
geographic,1,40,,,0.4184626167947608,0.5941754130711956,-0.023657164307736567,1.2338580811488167,3.2476955426388514,0.015867636901379267
geographic,1,50,,,0.41689307168295275,0.6074451932386227,-0.0698906111194495,1.251284449247573,3.2929054199185495,-0.01172250139303399
geographic,1,60,,,0.41075862564589427,0.6102185212175694,-0.07968221361629557,1.2494442688277878,3.3096701780037816,-0.022050438122217075
geographic,1,70,,,0.41628741973918415,0.6121728853215695,-0.08660914590181079,1.2728520720338012,3.335784539542799,-0.03824268104585715
geographic,1,80,,,0.40998267928740534,0.613441850805533,-0.09111865180917156,1.2699243519737415,3.3590099364477197,-0.05275053880325653
geographic,1,90,,,0.4109759651977057,0.6104981914633623,-0.0806721022358663,1.2654305836893542,3.3446963241730385,-0.0437975689825294
geographic,1,100,,,0.3843996641182602,0.5699410795126528,0.05814272200061976,1.139499614685253,3.2431303480407716,0.018632426899981902
geographic,1,110,,,0.39066118913135606,0.5824205712979583,0.0164451398181098,1.1628760438573675,3.258855418533011,0.009092577678249225
geographic,1,120,,,0.3932928822181983,0.5865056693843583,0.0025994444038937026,1.1690304555375017,3.263959555351235,0.005986157045933305
geographic,1,130,,,0.3861911688585471,0.5632703215948701,0.08006124534945558,1.1397578696047257,3.222653375256515,0.03098592127900701
