Unique ID,Sample Date,Latitude (degree),Longitude (degree),Subregion,Water Sample Depth (m),Sampling Method,Mesh Size (mm),Microplastics Measurement,Unit,Concentration Class,Short Reference,DOI,Organization,ObjectId,x,y
0260245-0000075,8/18/2014 5:00:00 AM,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,0.812937,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11543,3868166.7354751,3771079.72357538
0259524-0000043,6/16/2015 5:00:00 AM,37.5,26.3,Aegean Sea,0,Manta net,0.333,0.066667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10948,2927702.6078631,4509031.39307665
0276422-0000350,7/30/2017 5:00:00 AM,42.856067,6.182017,Western Basin,0,Manta net,0.33,0.140737,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22332,688178.984515361,5290089.37437697
0270520-0000005,7/8/2013 5:00:00 AM,43.3025,6.6375,Western Basin,0.1,Manta net,0.333,0.39597,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11821,738883.120140353,5358129.36387534
0253140-0000003,3/17/2015 5:00:00 AM,37.56,-0.861667,Western Basin,0,Manta net,0.335,0.283,pieces/m3,Medium,de Haan et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.01.053,University of Barcelona,10118,-95920.3316733677,4517453.68774458
0260245-0000028,11/17/2013 6:00:00 AM,32.059167,34.748333,Eastern Basin,0.1,Manta net,0.333,0.572597,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11180,3868166.7354751,3771079.72357538
0259524-0000035,6/11/2015 5:00:00 AM,37.9,24.7,Aegean Sea,0,Manta net,0.333,0.206667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10885,2749591.42259386,4565308.78236455
0314559-0000025,3/26/2012 5:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0.05,pieces/m3,Medium,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23843,971763.494879882,5249092.0343548
0276422-0000776,6/18/2021 5:00:00 AM,37.2615,15.270167,Ionian Sea,0,Manta net,0.33,0.333747,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22140,1699867.21476825,4475619.46591228
0260245-0000042,2/9/2014 6:00:00 AM,32.171667,34.791167,Eastern Basin,0.1,Manta net,0.333,0.423477,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11311,3872934.99454374,3785865.74275651
0276422-0000879,10/4/2022 5:00:00 AM,41.171001,9.486834,Tyrrhenian Sea,0,Manta net,0.33,0.029961,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22715,1056069.53012031,5037597.0855069
0270530-0000091,10/1/2014 5:00:00 AM,43.0726,6.2372,Western Basin,0.16,Manta net,0.333,4.75602,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11014,694321.927975806,5323028.8439384
0260245-0000022,10/27/2013 5:00:00 AM,32.726333,34.939,Eastern Basin,0.1,Manta net,0.333,11.506908,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11117,3889391.68882619,3859035.32896296
0314557-0000004,5/8/2013 5:00:00 AM,45.5566,13.6499,Adriatic Sea,0.075,Neuston net,0.3,8.19,pieces/m3,High,Gajšt et al. 2016,https://doi.org/10.1016/j.marpolbul.2016.10.031,"University of Nova Gorica, Slovenia",23883,1519499.9173791,5709576.55447303
0276422-0000045,8/18/2013 5:00:00 AM,39.272017,2.217867,Balearic Sea,0,Manta net,0.33,0.740681,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21779,246891.825087205,4760710.91265118
0275968-0000397,7/22/2010 5:00:00 AM,42.8195,8.3553,Western Basin,0,Neuston net,0.33,0.320454,pieces/m3,Medium,Eriksen et al. 2014,https://doi.org/10.1371/journal.pone.0111913,5 Gyres Institute,11374,930107.741425039,5284538.13767453
0276422-0000693,7/11/2021 5:00:00 AM,38.690833,12.840333,Tyrrhenian Sea,0,Manta net,0.33,0.760417,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22395,1429379.33117607,4677482.31248423
0276422-0000459,6/15/2018 5:00:00 AM,36.896667,-1.696667,Western Basin,0,Manta net,0.33,0.064147,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22987,-188872.106485751,4424713.27028295
0276422-0000367,8/24/2018 5:00:00 AM,43.95385,4.792683,Western Basin,0,Manta net,0.33,0.246132,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22349,533519.031093579,5458303.13989551
0314180-0000038,5/31/2013 5:00:00 AM,40.9502,3.3204,Balearic Sea,0.25,Neuston net,0.2,6.67,pieces/m3,High,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23583,369625.237229986,5004998.94787901
0276422-0000621,9/23/2020 5:00:00 AM,37.730333,12.396667,Western Basin,0,Manta net,0.33,0.076938,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22051,1379990.65797378,4541400.6396881
0279322-0000034,6/15/2018 5:00:00 AM,44.273233,9.1401,Ligurian Sea,0,Manta net,0.33,0.343975,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20732,1017471.2777996,5507823.44215222
0276422-0001109,7/13/2023 5:00:00 AM,37.267502,15.440666,Ionian Sea,0,Manta net,0.33,0.153954,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22647,1718847.07662901,4476458.99673599
0276422-0000097,10/25/2013 5:00:00 AM,38.418333,2.066667,Western Basin,0,Manta net,0.33,1.092936,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21925,230060.318079262,4638691.96267023
0270530-0000108,10/15/2014 5:00:00 AM,42.2696,9.5959,Tyrrhenian Sea,0.16,Manta net,0.333,1.901375,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11031,1068210.70170317,5201450.15924432
0260245-0000089,2/2/2015 6:00:00 AM,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,13.115789,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11652,3907499.69643505,3905130.34990609
0279323-0000015,6/11/2019 5:00:00 AM,43.899817,10.037167,Tyrrhenian Sea,0,Manta net,0.33,0.016075,pieces/m3,Medium,Caldwell et al. 2020,https://doi.org/10.1016/j.marpolbul.2020.111515,"University of Fribourg, Switzerland",20351,1117332.31944705,5449951.69984395
0253450-0000066,6/20/2013 5:00:00 AM,39.800667,6.999833,Western Basin,0,Neuston net,0.2,12.459936,pieces/m3,Very High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10716,779217.845197952,4837017.89100847
0276422-0000692,7/9/2021 5:00:00 AM,38.7505,14.391667,Tyrrhenian Sea,0,Manta net,0.33,0.512617,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22392,1602073.04210636,4685995.59062148
0260245-0000065,7/8/2014 5:00:00 AM,33.074,35.101667,Eastern Basin,0.1,Manta net,0.333,32.743942,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11480,3907499.69643505,3905130.34990609
0276422-0000307,10/26/2016 5:00:00 AM,43.055,6.343333,Western Basin,0,Manta net,0.33,0.735187,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22289,706136.599492168,5320347.15819183
0276422-0000814,10/23/2022 5:00:00 AM,36.661999,-3.923,Alboran Sea,0,Manta net,0.33,0.130492,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22180,-436706.362382012,4392097.94345208
0253450-0000034,6/8/2013 5:00:00 AM,37.587,12.006,Western Basin,0,Neuston net,0.2,1.223491,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10458,1336501.80646404,4521245.93277602
0270530-0000088,9/18/2014 5:00:00 AM,43.2842,5.2766,Western Basin,0.16,Manta net,0.333,0.676127,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11011,587388.425119787,5355330.51779018
0259524-0000057,7/28/2017 5:00:00 AM,37.173,25.693,Aegean Sea,0,Manta net,0.333,0.17381,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10032,2860131.67695158,4463248.26785604
0270530-0000071,8/27/2014 5:00:00 AM,35.7544,15.6989,Eastern Basin,0.16,Manta net,0.333,0.591474,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11947,1747593.55401452,4266879.60208064
0276422-0000624,10/5/2020 5:00:00 AM,38.854,17.137833,Ionian Sea,0,Manta net,0.33,0.482652,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22054,1907774.84286016,4700779.85009312
0270530-0000009,6/7/2014 5:00:00 AM,43.6011,7.4884,Western Basin,0.16,Manta net,0.333,0.295986,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11394,833604.87485635,5403917.58475943
0259524-0000067,2/9/2020 6:00:00 AM,40.221,25.218,Aegean Sea,0,Manta net,0.333,0.526667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10138,2807254.91882477,4898109.56078047
0270528-0000048,6/24/2019 5:00:00 AM,43.2465,5.2947,Western Basin,0,Manta net,0.33,0.025063,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11097,589403.307903146,5349567.24154948
0276422-0000100,4/6/2014 5:00:00 AM,42.772167,4.923167,Western Basin,0,Manta net,0.33,0.210334,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21928,548044.443530248,5277357.38717773
0260245-0000057,4/22/2014 5:00:00 AM,32.504167,34.885,Eastern Basin,0.1,Manta net,0.333,2.647504,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11417,3883380.43632335,3829673.85335517
0253450-0000009,5/12/2013 5:00:00 AM,41.824833,19.21,Adriatic Sea,0,Neuston net,0.2,0.783476,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10968,2138447.41813879,5134776.2850504
0314559-0000022,2/8/2012 6:00:00 AM,42.5855,8.7295,Western Basin,0.2,Plankton net,0.2,0,pieces/m3,Very Low,Collignon et al. 2014,https://doi.org/10.1016/j.marpolbul.2013.11.023,"University of Liège, Belgium",23840,971763.494879882,5249092.0343548
0270528-0000026,4/2/2019 5:00:00 AM,44.230539,9.106589,Ligurian Sea,0,Manta net,0.1,0.413022,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11074,1013740.85034363,5501188.21365665
0276422-0000874,7/24/2022 5:00:00 AM,42.576668,3.965667,Western Basin,0,Manta net,0.33,0.152747,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22120,441456.031095689,5247756.78194096
0276422-0000857,7/26/2022 5:00:00 AM,43.334999,6.801667,Western Basin,0,Manta net,0.33,4.105328,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22223,757158.106985413,5363101.91663927
0276422-0001007,7/11/2023 5:00:00 AM,43.8685,8.040667,Ligurian Sea,0,Manta net,0.33,0.353601,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22478,895082.956078279,5445114.75576963
0253450-0000037,6/8/2013 5:00:00 AM,38.086,11.957,Tyrrhenian Sea,0,Neuston net,0.2,0.454545,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10481,1331047.15141517,4591581.8621983
0279322-0000021,6/4/2018 5:00:00 AM,41.591,9.388333,Tyrrhenian Sea,0,Manta net,0.33,0.013188,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20606,1045104.44895769,5099908.7642905
0276422-0000673,6/26/2021 5:00:00 AM,45.336667,13.318833,Adriatic Sea,0,Manta net,0.33,0.298631,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22094,1482645.70752065,5674679.4514497
0276422-0000304,10/16/2016 5:00:00 AM,43.0785,5.959667,Western Basin,0,Manta net,0.33,0.292284,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22286,663427.095737476,5323927.99048186
0270530-0000111,10/16/2014 5:00:00 AM,42.9104,9.4905,Tyrrhenian Sea,0.16,Manta net,0.333,2.069438,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11034,1056477.62737356,5298343.7421574
0260245-0000101,5/17/2015 5:00:00 AM,32.823667,35.035,Eastern Basin,0.1,Manta net,0.333,0.411184,pieces/m3,Medium,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11732,3900078.35994234,3871922.02791597
0277995-0000003,10/17/2020 5:00:00 AM,40.254722,17.380833,Ionian Sea,0,Manta net,0.3,0.488145,pieces/m3,Medium,Trani et al. 2023,https://doi.org/10.1016/j.envpol.2022.120702,"International Centre for Advanced Mediterranean Agronomic Studies (CIHEAM) of Bari, Italy",13945,1934825.47912293,4903027.12267839
0270528-0000004,3/15/2019 5:00:00 AM,37.9301,23.6659,Aegean Sea,0,Manta net,0.33,0.859628,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11051,2634475.93716453,4569555.98776174
0260245-0000083,12/8/2014 6:00:00 AM,32.279667,34.825,Eastern Basin,0.1,Manta net,0.333,2.017974,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11603,3876701.26687575,3800077.51194093
0270530-0000056,8/16/2014 5:00:00 AM,34.7179,33.678,Eastern Basin,0.16,Manta net,0.333,0.645262,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11815,3749017.81093587,4125610.65775649
0253450-0000012,5/13/2013 5:00:00 AM,40.8845,18.954667,Adriatic Sea,0,Neuston net,0.2,3.962358,pieces/m3,High,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10115,2110023.87859607,4995320.33805297
0276422-0000301,6/1/2016 5:00:00 AM,43.033333,6.226667,Western Basin,0,Manta net,0.33,0.031997,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22283,693149.39977928,5317046.84646211
0270520-0000014,7/16/2013 5:00:00 AM,42.8009,8.5459,Western Basin,0.1,Manta net,0.333,0.56875,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11134,951325.236370236,5281715.73112536
0276422-0000011,9/15/2011 5:00:00 AM,41.791667,9.503333,Tyrrhenian Sea,0,Manta net,0.33,1.013376,pieces/m3,High,Faure et al. 2015,https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",21602,1057906.19039891,5129823.07692077
0314180-0000015,5/12/2013 5:00:00 AM,35.1165,18.2948,Eastern Basin,0.25,Neuston net,0.2,0.289,pieces/m3,Medium,Cózar et al. 2015,https://doi.org/10.1371/journal.pone.0121762,"Universidad de Cádiz, Spain",23560,2036567.82016478,4179724.32058108
0259524-0000029,4/25/2015 5:00:00 AM,39.651,20.032,Ionian Sea,0,Manta net,0.333,3.036667,pieces/m3,High,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10839,2229952.03957086,4815355.40622039
0270528-0000045,10/19/2018 5:00:00 AM,43.183,5.3831,Western Basin,0,Manta net,0.33,0.03125,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11094,599243.950889271,5339867.92402485
0276422-0001129,7/20/2024 5:00:00 AM,36.125999,-5.894834,Strait of Gibraltar,0,Manta net,0.33,0.004643,pieces/m3,Low,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22667,-656209.919190876,4317972.51911024
0270530-0000082,9/13/2014 5:00:00 AM,37.9629,4.3809,Western Basin,0.16,Manta net,0.333,1.24692,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11005,487679.557216252,4574186.1520316
0276422-0001016,10/6/2022 5:00:00 AM,38.955666,15.244833,Tyrrhenian Sea,0,Manta net,0.33,0.175162,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22495,1697047.04678849,4715323.09558662
0276422-0000808,10/13/2022 5:00:00 AM,37.995335,-0.558667,Western Basin,0,Manta net,0.33,0.69758,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22174,-62190.5259630058,4578766.82578594
0276422-0000271,8/5/2017 5:00:00 AM,37.148333,-1.311667,Western Basin,0,Manta net,0.33,0.151939,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21814,-146014.102530341,4459802.71181546
0260245-0000107,5/7/2015 5:00:00 AM,31.746667,34.593,Eastern Basin,0.1,Manta net,0.333,10.223308,pieces/m3,Very High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11775,3850875.14501171,3730102.47970192
0276422-0000247,10/20/2015 5:00:00 AM,43.105,6.295167,Western Basin,0,Manta net,0.33,0.473065,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",21728,700774.78489862,5327967.59820899
0276422-0000790,9/26/2021 5:00:00 AM,38.859333,15.936,Tyrrhenian Sea,0,Manta net,0.33,0.34566,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22154,1773987.40528161,4701542.214582
0259524-0000061,3/21/2019 5:00:00 AM,34.816,26.13,Eastern Basin,0,Manta net,0.333,0.613333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10132,2908778.29442824,4138904.3077034
0276422-0000364,8/15/2018 5:00:00 AM,45.795133,4.990917,Western Basin,0,Manta net,0.33,0.155531,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22346,555586.339031492,5747579.69973932
0279322-0000004,5/22/2018 5:00:00 AM,43.684967,10.173767,Tyrrhenian Sea,0,Manta net,0.33,0.005725,pieces/m3,Medium,Caldwell et al. 2019,https://doi.org/10.1016/j.marpolbul.2019.110572,"University of Fribourg, Switzerland",20431,1132538.56188941,5416818.83031296
0260245-0000010,7/29/2013 5:00:00 AM,32.171667,34.791167,Eastern Basin,0.1,Manta net,0.333,2.157764,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10218,3872934.99454374,3785865.74275651
0253450-0000008,5/12/2013 5:00:00 AM,41.4995,18.8355,Adriatic Sea,0,Neuston net,0.2,0.140056,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10962,2096758.2688367,5086299.33310419
0276422-0000851,7/11/2022 5:00:00 AM,43,9.451667,Ligurian Sea,0,Manta net,0.33,1.400025,pieces/m3,High,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22217,1052154.75758759,5311971.84694547
0276422-0000891,5/26/2022 5:00:00 AM,37.174835,15.3225,Ionian Sea,0,Manta net,0.33,0.411664,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22727,1705692.89767993,4463504.6307668
0270528-0000042,10/19/2018 5:00:00 AM,43.210898,5.406395,Western Basin,0,Manta net,0.33,0.208511,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11091,601837.1384273,5344127.96463422
0276422-0000894,5/30/2022 5:00:00 AM,36.952835,15.393,Ionian Sea,0,Manta net,0.33,0.513832,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22730,1713540.92178086,4432534.63194386
0270520-0000007,7/10/2013 5:00:00 AM,43.4316,7.8389,Western Basin,0.1,Manta net,0.333,0.54767,pieces/m3,Medium,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11835,872622.356379392,5377898.21396488
0270530-0000105,10/14/2014 5:00:00 AM,40.9447,11.7364,Tyrrhenian Sea,0.16,Manta net,0.333,0.221199,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11028,1306490.07174618,5004188.34507356
0259524-0000023,4/26/2015 5:00:00 AM,39.286,19.847,Ionian Sea,0,Manta net,0.333,0.576667,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10796,2209357.9337741,4762721.81089634
0276422-0000682,7/1/2021 5:00:00 AM,40.778833,17.826667,Adriatic Sea,0,Manta net,0.33,0.697014,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22369,1984455.49298125,4979774.11117224
0276422-0000811,10/18/2022 5:00:00 AM,37.429832,-1.253333,Western Basin,0,Manta net,0.33,0.077295,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22177,-139520.391354406,4499190.38052051
0276422-0001004,7/9/2023 5:00:00 AM,44.220665,8.579667,Ligurian Sea,0,Manta net,0.33,0.066049,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22472,955084.161615853,5499654.34515779
0259524-0000026,4/27/2015 5:00:00 AM,39.465,20.177,Ionian Sea,0,Manta net,0.333,0.91,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10816,2246093.36573588,4788499.40613285
0276422-0000580,8/1/2019 5:00:00 AM,42.921,6.271667,Western Basin,0,Manta net,0.33,0.360385,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22008,698158.776864978,5299954.96136679
0270528-0000059,6/25/2019 5:00:00 AM,43.183,5.3831,Western Basin,0,Manta net,0.33,0.031328,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11157,599243.950889271,5339867.92402485
0276422-0000722,9/24/2021 5:00:00 AM,38.336833,15.521667,Tyrrhenian Sea,0,Manta net,0.33,0.627129,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22561,1727864.06670276,4627118.90652317
0259524-0000064,3/19/2019 5:00:00 AM,36.806,23.468,Aegean Sea,0,Manta net,0.333,0.133333,pieces/m3,Medium,Adamopoulou et al. 2021,https://doi.org/10.3389/fmars.2021.699000,"Hellenic Centre for Marine Research, Greece",10135,2612445.80993654,4412100.07654369
0260245-0000098,2/1/2015 6:00:00 AM,31.7495,34.5525,Eastern Basin,0.1,Manta net,0.333,4.676409,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",11709,3846366.70563459,3730473.33965936
0276422-0000854,7/21/2022 5:00:00 AM,43.501667,7.068333,Western Basin,0,Manta net,0.33,0.52523,pieces/m3,Medium,Unpublished,https://doi.org/10.25921/d1bs-3m40,"Oceaneye Association,  Switzerland",22220,786843.230317292,5388645.10230601
0270530-0000037,7/20/2014 5:00:00 AM,38.1824,20.8171,Ionian Sea,0.16,Manta net,0.333,0.994082,pieces/m3,Medium,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11626,2317348.97179266,4605224.95628295
0260245-0000013,8/26/2013 5:00:00 AM,31.8705,34.6625,Eastern Basin,0.1,Manta net,0.333,1.536936,pieces/m3,High,Hal et al. 2017,https://doi.org/10.1016/j.marpolbul.2016.12.052,"University of Haifa, Israel",10221,3858611.84962184,3746323.7180762
0270528-0000023,4/1/2019 5:00:00 AM,44.066403,9.550197,Ligurian Sea,0,Manta net,0.1,0.046483,pieces/m3,Medium,Tsiaras et al. 2022,https://doi.org/10.3389/fmars.2022.784937,"Hellenic Centre for Marine Research, Greece",11071,1063123.06701545,5475723.95748838
0253450-0000005,5/11/2013 5:00:00 AM,42.180167,18.833333,Adriatic Sea,0,Neuston net,0.2,0.539659,pieces/m3,Medium,Suaria et al. 2016,https://doi.org/10.1038/srep37551,"Institute of Marine Sciences – National Research Council, Italy",10942,2096517.03950016,5188005.90991997
0270530-0000068,8/26/2014 5:00:00 AM,35.4776,17.7784,Eastern Basin,0.16,Manta net,0.333,1.449001,pieces/m3,High,Pedrotti et al. 2022,https://doi.org/10.1016/j.scitotenv.2022.155958,Sorbonne Universités,11921,1979082.43511913,4228975.9866404
0270520-0000021,7/23/2013 5:00:00 AM,44.38,8.9306,Ligurian Sea,0.1,Manta net,0.333,1.69186,pieces/m3,High,Pedrotti et al. 2016,https://doi.org/10.1371/journal.pone.0161581,Sorbonne Universités,11197,994149.844478409,5524437.61775494
